scenario_name,model_kind,loan_id,month_asof,rank,feature,contribution
base,graduation_risk,2831,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,2831,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,2831,6,5,term_months,0.002768567627082502
base,graduation_risk,2831,6,6,util_proxy,-0.002746951568181442
base,graduation_risk,2831,6,7,tenure_months,0.001732850899580198
base,graduation_risk,2831,6,8,income,0.0017079950953866373
base,graduation_risk,2771,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,2771,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,2771,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,2771,6,4,term_months,0.00758346784809555
base,graduation_risk,2771,6,5,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,2771,6,6,loan_age_month,-0.0025890101166005314
base,graduation_risk,2771,6,7,balance,0.002458626885435211
base,graduation_risk,2771,6,8,income,0.0012686289790047852
base,graduation_risk,2206,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,2206,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,2206,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,2206,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,2206,6,5,term_months,0.002768567627082502
base,graduation_risk,2206,6,6,loan_age_month,0.001464234684339635
base,graduation_risk,2206,6,7,tenure_months,-0.00034560831675275604
base,graduation_risk,2206,6,8,balance,0.0003105140431244242
base,graduation_risk,367,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,367,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,367,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,367,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,367,6,5,term_months,0.002768567627082502
base,graduation_risk,367,6,6,util_proxy,-0.0007329228910219445
base,graduation_risk,367,6,7,balance,-0.0006802391395752769
base,graduation_risk,367,6,8,loan_age_month,0.00045092348410459337
base,graduation_risk,669,6,1,dpd30_roll6,0.05601070563498962
base,graduation_risk,669,6,2,dpd30_roll3,0.04590413955885653
base,graduation_risk,669,6,3,introducer_Dealer_A,0.012272551101237707
base,graduation_risk,669,6,4,term_months,-0.002046332593930546
base,graduation_risk,669,6,5,loan_age_month,-0.00157569891636549
base,graduation_risk,669,6,6,util_proxy,-0.0013199418209055248
base,graduation_risk,669,6,7,late_count_roll,-0.0011160237203525045
base,graduation_risk,669,6,8,balance,-0.0008523991657170412
base,graduation_risk,2740,6,1,dpd30_roll6,-0.05190972911450881
base,graduation_risk,2740,6,2,dpd30_roll3,-0.027542483735313872
base,graduation_risk,2740,6,3,late_count_roll,-0.005174291794361613
base,graduation_risk,2740,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,2740,6,5,loan_age_month,0.0024775458845746764
base,graduation_risk,2740,6,6,term_months,-0.002046332593930546
base,graduation_risk,2740,6,7,util_proxy,0.0009113291115601253
base,graduation_risk,2740,6,8,rate_diff_bps,-0.0005307766625078128
base,graduation_risk,2505,6,1,dpd30_roll6,0.37977200988348486
base,graduation_risk,2505,6,2,dpd30_roll3,0.2662440094413677
base,graduation_risk,2505,6,3,late_count_roll,0.019175316649693037
base,graduation_risk,2505,6,4,introducer_Dealer_A,0.012272551101237707
base,graduation_risk,2505,6,5,util_proxy,0.002591200156352697
base,graduation_risk,2505,6,6,loan_age_month,0.0024775458845746764
base,graduation_risk,2505,6,7,term_months,-0.002046332593930546
base,graduation_risk,2505,6,8,balance,0.00118353198214008
base,graduation_risk,1110,6,1,dpd30_roll3,-0.027542483735313872
base,graduation_risk,1110,6,2,dpd30_roll6,-0.008741555214709415
base,graduation_risk,1110,6,3,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,1110,6,4,term_months,-0.002046332593930546
base,graduation_risk,1110,6,5,loan_age_month,0.001464234684339635
base,graduation_risk,1110,6,6,late_count_roll,-0.0011160237203525045
base,graduation_risk,1110,6,7,util_proxy,-0.0007346501630054588
base,graduation_risk,1110,6,8,score_trend3,-0.00026336966878970125
base,graduation_risk,1342,6,1,dpd30_roll6,-0.05190972911450881
base,graduation_risk,1342,6,2,dpd30_roll3,-0.027542483735313872
base,graduation_risk,1342,6,3,introducer_Dealer_A,0.012272551101237707
base,graduation_risk,1342,6,4,late_count_roll,0.002942244353656604
base,graduation_risk,1342,6,5,term_months,-0.002046332593930546
base,graduation_risk,1342,6,6,balance,-0.0016676601927367502
base,graduation_risk,1342,6,7,rate_diff_bps,0.001317147427758763
base,graduation_risk,1342,6,8,util_proxy,-0.0012579026482866333
base,graduation_risk,695,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,695,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,695,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,695,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,695,6,5,term_months,0.002768567627082502
base,graduation_risk,695,6,6,util_proxy,-0.001974225883268997
base,graduation_risk,695,6,7,balance,-0.0016687709025828262
base,graduation_risk,695,6,8,loan_age_month,-0.00157569891636549
base,graduation_risk,1788,6,1,dpd30_roll6,0.37977200988348486
base,graduation_risk,1788,6,2,dpd30_roll3,0.2662440094413677
base,graduation_risk,1788,6,3,late_count_roll,0.019175316649693037
base,graduation_risk,1788,6,4,term_months,-0.006861232814943594
base,graduation_risk,1788,6,5,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,1788,6,6,balance,0.0029617784457075928
base,graduation_risk,1788,6,7,util_proxy,0.002145298555195651
base,graduation_risk,1788,6,8,rate_diff_bps,-0.0004657228619483907
base,graduation_risk,1367,6,1,dpd30_roll6,0.163931140384488
base,graduation_risk,1367,6,2,dpd30_roll3,0.11935076285302691
base,graduation_risk,1367,6,3,late_count_roll,0.007000512427665713
base,graduation_risk,1367,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,1367,6,5,loan_age_month,0.0024775458845746764
base,graduation_risk,1367,6,6,term_months,-0.002046332593930546
base,graduation_risk,1367,6,7,score_trend3,-0.0008817125513697169
base,graduation_risk,1367,6,8,balance,-0.0006624677820380625
base,graduation_risk,2640,6,1,dpd30_roll6,0.37977200988348486
base,graduation_risk,2640,6,2,dpd30_roll3,0.2662440094413677
base,graduation_risk,2640,6,3,late_count_roll,0.011058780501674822
base,graduation_risk,2640,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,2640,6,5,util_proxy,0.0025699570879352623
base,graduation_risk,2640,6,6,term_months,-0.002046332593930546
base,graduation_risk,2640,6,7,loan_age_month,-0.00157569891636549
base,graduation_risk,2640,6,8,balance,0.0010135933756904678
base,graduation_risk,1210,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,1210,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,1210,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,1210,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,1210,6,5,term_months,0.002768567627082502
base,graduation_risk,1210,6,6,loan_age_month,-0.0025890101166005314
base,graduation_risk,1210,6,7,util_proxy,-0.0016376251703505381
base,graduation_risk,1210,6,8,balance,-0.0011822799900015827
base,graduation_risk,135,6,1,dpd30_roll6,0.05601070563498962
base,graduation_risk,135,6,2,dpd30_roll3,0.04590413955885653
base,graduation_risk,135,6,3,term_months,-0.006861232814943594
base,graduation_risk,135,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,135,6,5,loan_age_month,-0.00157569891636549
base,graduation_risk,135,6,6,balance,0.0013312563916681745
base,graduation_risk,135,6,7,late_count_roll,-0.0011160237203525045
base,graduation_risk,135,6,8,tenure_months,-0.0004100697332421032
base,graduation_risk,954,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,954,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,954,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,954,6,4,term_months,-0.006861232814943594
base,graduation_risk,954,6,5,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,954,6,6,util_proxy,-0.0020223200771723416
base,graduation_risk,954,6,7,balance,-0.0016476674155073842
base,graduation_risk,954,6,8,loan_age_month,-0.0005623877161304483
base,graduation_risk,233,6,1,dpd30_roll3,-0.17443573032365464
base,graduation_risk,233,6,2,dpd30_roll6,-0.1598301638640072
base,graduation_risk,233,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,233,6,4,term_months,-0.006861232814943594
base,graduation_risk,233,6,5,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,233,6,6,loan_age_month,0.0024775458845746764
base,graduation_risk,233,6,7,util_proxy,-0.0020745960789981706
base,graduation_risk,233,6,8,balance,-0.001746520591808139
base,graduation_risk,1859,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,1859,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,1859,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,1859,6,4,term_months,0.00758346784809555
base,graduation_risk,1859,6,5,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,1859,6,6,loan_age_month,-0.0025890101166005314
base,graduation_risk,1859,6,7,income_stability,-0.0008435747995818849
base,graduation_risk,1859,6,8,tenure_months,-0.0005673111952605322
base,graduation_risk,184,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,184,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,184,6,3,introducer_Dealer_A,0.012272551101237707
base,graduation_risk,184,6,4,late_count_roll,-0.009232559868370722
base,graduation_risk,184,6,5,term_months,-0.002046332593930546
base,graduation_risk,184,6,6,util_proxy,-0.0020190767010042
base,graduation_risk,184,6,7,balance,-0.0016609959336602949
base,graduation_risk,184,6,8,loan_age_month,0.001464234684339635
base,graduation_risk,771,6,1,dpd30_roll3,0.11935076285302691
base,graduation_risk,771,6,2,dpd30_roll6,-0.008741555214709415
base,graduation_risk,771,6,3,term_months,-0.006861232814943594
base,graduation_risk,771,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,771,6,5,late_count_roll,0.002942244353656604
base,graduation_risk,771,6,6,loan_age_month,0.001464234684339635
base,graduation_risk,771,6,7,rate_diff_bps,0.0010077000757936088
base,graduation_risk,771,6,8,util_proxy,0.00045245316236177237
base,graduation_risk,267,6,1,dpd30_roll6,0.37977200988348486
base,graduation_risk,267,6,2,dpd30_roll3,0.2662440094413677
base,graduation_risk,267,6,3,term_months,0.00758346784809555
base,graduation_risk,267,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,267,6,5,late_count_roll,0.002942244353656604
base,graduation_risk,267,6,6,loan_age_month,-0.0025890101166005314
base,graduation_risk,267,6,7,util_proxy,0.0005503950645622113
base,graduation_risk,267,6,8,balance,-0.0005336254398932583
base,graduation_risk,476,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,476,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,476,6,3,introducer_Dealer_A,0.012272551101237707
base,graduation_risk,476,6,4,late_count_roll,-0.009232559868370722
base,graduation_risk,476,6,5,term_months,0.002768567627082502
base,graduation_risk,476,6,6,loan_age_month,0.0024775458845746764
base,graduation_risk,476,6,7,util_proxy,-0.0024629507931379596
base,graduation_risk,476,6,8,balance,-0.0016465567056613082
base,graduation_risk,1433,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,1433,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,1433,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,1433,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,1433,6,5,term_months,0.002768567627082502
base,graduation_risk,1433,6,6,loan_age_month,0.0024775458845746764
base,graduation_risk,1433,6,7,util_proxy,-0.001624688569944322
base,graduation_risk,1433,6,8,balance,-0.000559171766353004
base,graduation_risk,1175,6,1,dpd30_roll6,0.05601070563498962
base,graduation_risk,1175,6,2,dpd30_roll3,-0.027542483735313872
base,graduation_risk,1175,6,3,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,1175,6,4,term_months,0.002768567627082502
base,graduation_risk,1175,6,5,loan_age_month,0.0024775458845746764
base,graduation_risk,1175,6,6,late_count_roll,-0.0011160237203525045
base,graduation_risk,1175,6,7,score_trend3,-0.0005179574534124406
base,graduation_risk,1175,6,8,balance,-0.00040478309774845416
base,graduation_risk,1742,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,1742,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,1742,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,1742,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,1742,6,5,term_months,-0.002046332593930546
base,graduation_risk,1742,6,6,util_proxy,-0.0017916025257092487
base,graduation_risk,1742,6,7,balance,-0.0016354496072005491
base,graduation_risk,1742,6,8,rate_diff_bps,-0.0008556922126944326
base,graduation_risk,2950,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,2950,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,2950,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,2950,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,2950,6,5,term_months,0.002768567627082502
base,graduation_risk,2950,6,6,loan_age_month,-0.0025890101166005314
base,graduation_risk,2950,6,7,rate_diff_bps,0.0005669174036155655
base,graduation_risk,2950,6,8,balance,0.0004937811677269473
base,graduation_risk,1700,6,1,dpd30_roll6,0.37977200988348486
base,graduation_risk,1700,6,2,dpd30_roll3,0.2662440094413677
base,graduation_risk,1700,6,3,late_count_roll,0.019175316649693037
base,graduation_risk,1700,6,4,introducer_Dealer_A,0.012272551101237707
base,graduation_risk,1700,6,5,term_months,-0.006861232814943594
base,graduation_risk,1700,6,6,util_proxy,0.0015454122413614852
base,graduation_risk,1700,6,7,loan_age_month,0.001464234684339635
base,graduation_risk,1700,6,8,balance,-0.0006280357768097096
base,graduation_risk,1953,6,1,dpd30_roll6,-0.05190972911450881
base,graduation_risk,1953,6,2,dpd30_roll3,-0.027542483735313872
base,graduation_risk,1953,6,3,introducer_Dealer_A,0.012272551101237707
base,graduation_risk,1953,6,4,term_months,0.002768567627082502
base,graduation_risk,1953,6,5,income_stability,0.0011387687944508515
base,graduation_risk,1953,6,6,late_count_roll,-0.0011160237203525045
base,graduation_risk,1953,6,7,loan_age_month,-0.0005623877161304483
base,graduation_risk,1953,6,8,tenure_months,-0.0002974701205804025
base,graduation_risk,2232,6,1,dpd30_roll6,0.37977200988348486
base,graduation_risk,2232,6,2,dpd30_roll3,0.2662440094413677
base,graduation_risk,2232,6,3,late_count_roll,0.01511704857568393
base,graduation_risk,2232,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,2232,6,5,term_months,0.002768567627082502
base,graduation_risk,2232,6,6,balance,0.0027296400878777305
base,graduation_risk,2232,6,7,util_proxy,0.0020614232627154906
base,graduation_risk,2232,6,8,loan_age_month,-0.0005623877161304483
base,graduation_risk,1319,6,1,dpd30_roll6,0.37977200988348486
base,graduation_risk,1319,6,2,dpd30_roll3,0.2662440094413677
base,graduation_risk,1319,6,3,late_count_roll,0.019175316649693037
base,graduation_risk,1319,6,4,term_months,-0.006861232814943594
base,graduation_risk,1319,6,5,util_proxy,0.003320160434624672
base,graduation_risk,1319,6,6,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,1319,6,7,loan_age_month,0.001464234684339635
base,graduation_risk,1319,6,8,rate_diff_bps,-0.0011093348839825393
base,graduation_risk,2923,6,1,dpd30_roll3,-0.17443573032365464
base,graduation_risk,2923,6,2,dpd30_roll6,-0.1598301638640072
base,graduation_risk,2923,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,2923,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,2923,6,5,loan_age_month,0.0024775458845746764
base,graduation_risk,2923,6,6,term_months,-0.002046332593930546
base,graduation_risk,2923,6,7,util_proxy,-0.001930573073816037
base,graduation_risk,2923,6,8,balance,-0.0008846097512532422
base,graduation_risk,587,6,1,dpd30_roll6,0.37977200988348486
base,graduation_risk,587,6,2,dpd30_roll3,0.2662440094413677
base,graduation_risk,587,6,3,late_count_roll,0.019175316649693037
base,graduation_risk,587,6,4,util_proxy,0.0036923954703380205
base,graduation_risk,587,6,5,balance,0.0036093222859698414
base,graduation_risk,587,6,6,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,587,6,7,term_months,0.002768567627082502
base,graduation_risk,587,6,8,loan_age_month,0.0024775458845746764
base,graduation_risk,2732,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,2732,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,2732,6,3,introducer_Dealer_A,0.012272551101237707
base,graduation_risk,2732,6,4,late_count_roll,-0.009232559868370722
base,graduation_risk,2732,6,5,loan_age_month,-0.0025890101166005314
base,graduation_risk,2732,6,6,term_months,-0.002046332593930546
base,graduation_risk,2732,6,7,util_proxy,-0.0011487510212729445
base,graduation_risk,2732,6,8,income,0.0009919910538754707
base,graduation_risk,688,6,1,dpd30_roll6,0.37977200988348486
base,graduation_risk,688,6,2,dpd30_roll3,0.2662440094413677
base,graduation_risk,688,6,3,late_count_roll,0.019175316649693037
base,graduation_risk,688,6,4,util_proxy,0.0036923954703380205
base,graduation_risk,688,6,5,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,688,6,6,term_months,-0.002046332593930546
base,graduation_risk,688,6,7,balance,0.001721115547640815
base,graduation_risk,688,6,8,income_stability,0.0004675427728458302
base,graduation_risk,2981,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,2981,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,2981,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,2981,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,2981,6,5,term_months,0.002768567627082502
base,graduation_risk,2981,6,6,util_proxy,-0.0017678953805582984
base,graduation_risk,2981,6,7,rate_diff_bps,0.0016334727550250054
base,graduation_risk,2981,6,8,loan_age_month,-0.00157569891636549
base,graduation_risk,662,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,662,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,662,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,662,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,662,6,5,term_months,-0.002046332593930546
base,graduation_risk,662,6,6,loan_age_month,-0.00157569891636549
base,graduation_risk,662,6,7,tenure_months,0.0012793884283286568
base,graduation_risk,662,6,8,util_proxy,-0.0008652815152826954
base,graduation_risk,2151,6,1,dpd30_roll6,0.37977200988348486
base,graduation_risk,2151,6,2,dpd30_roll3,0.2662440094413677
base,graduation_risk,2151,6,3,late_count_roll,0.019175316649693037
base,graduation_risk,2151,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,2151,6,5,util_proxy,0.0023013060776773168
base,graduation_risk,2151,6,6,term_months,-0.002046332593930546
base,graduation_risk,2151,6,7,rate_diff_bps,-0.0014322958701368158
base,graduation_risk,2151,6,8,balance,0.0008347690904722481
base,graduation_risk,1183,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,1183,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,1183,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,1183,6,4,term_months,-0.006861232814943594
base,graduation_risk,1183,6,5,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,1183,6,6,balance,-0.0015821355345889063
base,graduation_risk,1183,6,7,loan_age_month,-0.00157569891636549
base,graduation_risk,1183,6,8,util_proxy,-0.0015365059031570618
base,graduation_risk,1107,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,1107,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,1107,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,1107,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,1107,6,5,loan_age_month,-0.0025890101166005314
base,graduation_risk,1107,6,6,term_months,-0.002046332593930546
base,graduation_risk,1107,6,7,rate_diff_bps,-0.0007164064118794322
base,graduation_risk,1107,6,8,util_proxy,-0.0007051657094795267
base,graduation_risk,437,6,1,dpd30_roll3,-0.17443573032365464
base,graduation_risk,437,6,2,dpd30_roll6,0.05601070563498962
base,graduation_risk,437,6,3,late_count_roll,-0.005174291794361613
base,graduation_risk,437,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,437,6,5,term_months,0.002768567627082502
base,graduation_risk,437,6,6,loan_age_month,0.0024775458845746764
base,graduation_risk,437,6,7,util_proxy,-0.0012666495505440803
base,graduation_risk,437,6,8,rate_diff_bps,0.0012451797179438243
base,graduation_risk,1236,6,1,dpd30_roll6,0.37977200988348486
base,graduation_risk,1236,6,2,dpd30_roll3,0.2662440094413677
base,graduation_risk,1236,6,3,late_count_roll,0.01511704857568393
base,graduation_risk,1236,6,4,introducer_Dealer_A,0.012272551101237707
base,graduation_risk,1236,6,5,term_months,0.00758346784809555
base,graduation_risk,1236,6,6,util_proxy,0.002391915868280928
base,graduation_risk,1236,6,7,balance,0.0018732827965532127
base,graduation_risk,1236,6,8,rate_diff_bps,0.0007255320465112713
base,graduation_risk,2566,6,1,dpd30_roll6,0.37977200988348486
base,graduation_risk,2566,6,2,dpd30_roll3,0.2662440094413677
base,graduation_risk,2566,6,3,late_count_roll,0.019175316649693037
base,graduation_risk,2566,6,4,util_proxy,0.0036458551761707177
base,graduation_risk,2566,6,5,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,2566,6,6,term_months,0.002768567627082502
base,graduation_risk,2566,6,7,balance,0.0016378123091851224
base,graduation_risk,2566,6,8,rate_diff_bps,0.0009398753305579054
base,graduation_risk,439,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,439,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,439,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,439,6,4,term_months,-0.006861232814943594
base,graduation_risk,439,6,5,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,439,6,6,loan_age_month,-0.00157569891636549
base,graduation_risk,439,6,7,rate_diff_bps,0.0012271057735080055
base,graduation_risk,439,6,8,income_stability,0.0008821570635466204
base,graduation_risk,217,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,217,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,217,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,217,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,217,6,5,term_months,0.002768567627082502
base,graduation_risk,217,6,6,util_proxy,-0.0019079769096509661
base,graduation_risk,217,6,7,loan_age_month,-0.00157569891636549
base,graduation_risk,217,6,8,income,0.0011709920642532625
base,graduation_risk,1369,6,1,dpd30_roll3,-0.027542483735313872
base,graduation_risk,1369,6,2,dpd30_roll6,-0.008741555214709415
base,graduation_risk,1369,6,3,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,1369,6,4,term_months,-0.002046332593930546
base,graduation_risk,1369,6,5,loan_age_month,0.001464234684339635
base,graduation_risk,1369,6,6,late_count_roll,-0.0011160237203525045
base,graduation_risk,1369,6,7,balance,-0.0007057854660350225
base,graduation_risk,1369,6,8,income_stability,0.0005600960921813117
base,graduation_risk,1886,6,1,dpd30_roll6,-0.2677505986135056
base,graduation_risk,1886,6,2,dpd30_roll3,-0.17443573032365464
base,graduation_risk,1886,6,3,late_count_roll,-0.009232559868370722
base,graduation_risk,1886,6,4,introducer_Dealer_A,-0.00316462009528771
base,graduation_risk,1886,6,5,term_months,0.002768567627082502
base,graduation_risk,1886,6,6,util_proxy,-0.002377281857694736
base,graduation_risk,1886,6,7,balance,-0.001879805773337247
base,graduation_risk,1886,6,8,rate_diff_bps,-0.0008014802006827129
base,graduation_risk,655,6,1,dpd30_roll6,-0.10586994648925799
base,graduation_risk,655,6,2,dpd30_roll3,-0.027542483735313872
base,graduation_risk,655,6,3,introducer_Dealer_A,0.012272551101237707
base,graduation_risk,655,6,4,late_count_roll,-0.005174291794361613
base,graduation_risk,655,6,5,term_months,-0.002046332593930546
base,graduation_risk,655,6,6,tenure_months,0.0012218310940759298
base,graduation_risk,655,6,7,util_proxy,-0.00117312498025292
base,graduation_risk,655,6,8,balance,-0.0011445158552350024
base,graduation_risk,178,6,1,dpd30_roll3,-0.17443573032365464
base,graduation_risk,178,6,2,dpd30_roll6,-0.1382460769141075
