scenario_name,model_kind,loan_id,month_asof,rank,feature,contribution
high_prime,graduation_risk,15781,18,5,income_stability,0.04777722513344348
high_prime,graduation_risk,15781,18,6,introducer_Dealer_A,0.019925933309085184
high_prime,graduation_risk,15781,18,7,income,0.01389599898378354
high_prime,graduation_risk,15781,18,8,tenure_months,0.009226011968301574
high_prime,graduation_risk,17210,18,1,loan_age_month,107323.38917894015
high_prime,graduation_risk,17210,18,2,rate_diff_bps,-73785.05659566382
high_prime,graduation_risk,17210,18,3,balance,-73784.8451198047
high_prime,graduation_risk,17210,18,4,credit_score,-0.15742350348083062
high_prime,graduation_risk,17210,18,5,prime_eligible,-0.02410006734351735
high_prime,graduation_risk,17210,18,6,income_stability,0.022122532383129362
high_prime,graduation_risk,17210,18,7,util_proxy,0.020807499638027468
high_prime,graduation_risk,17210,18,8,introducer_Dealer_A,0.019921012110558523
high_prime,graduation_risk,18685,18,1,balance,-1485751.909782307
high_prime,graduation_risk,18685,18,2,rate_diff_bps,743669.7966508629
high_prime,graduation_risk,18685,18,3,loan_age_month,701835.8483442131
high_prime,graduation_risk,18685,18,4,credit_score,0.4187842963147821
high_prime,graduation_risk,18685,18,5,income_stability,-0.26495366426639577
high_prime,graduation_risk,18685,18,6,introducer_Dealer_A,0.015299634432129387
high_prime,graduation_risk,18685,18,7,dpd30_roll6,0.013273068258461253
high_prime,graduation_risk,18685,18,8,income,0.008730474812598418
high_prime,graduation_risk,1804,18,1,loan_age_month,107323.37673508588
high_prime,graduation_risk,1804,18,2,rate_diff_bps,-73785.01589231113
high_prime,graduation_risk,1804,18,3,balance,-73784.84360028256
high_prime,graduation_risk,1804,18,4,credit_score,0.4076144361181935
high_prime,graduation_risk,1804,18,5,introducer_Dealer_A,0.019925933309085184
high_prime,graduation_risk,1804,18,6,tenure_months,0.011528472134957234
high_prime,graduation_risk,1804,18,7,income,0.01055743098899319
high_prime,graduation_risk,1804,18,8,prime_eligible,-0.00826563670481415
high_prime,graduation_risk,2348,18,1,loan_age_month,107323.37849001915
high_prime,graduation_risk,2348,18,2,rate_diff_bps,-73785.06193905405
high_prime,graduation_risk,2348,18,3,balance,-73784.84422276763
high_prime,graduation_risk,2348,18,4,credit_score,-0.3344680265554402
high_prime,graduation_risk,2348,18,5,paydown_rate1,0.09943762362288694
high_prime,graduation_risk,2348,18,6,income_stability,0.042510572254317265
high_prime,graduation_risk,2348,18,7,score_trend3,0.040869429789535616
high_prime,graduation_risk,2348,18,8,tenure_months,-0.025189309070429322
high_prime,graduation_risk,19452,18,1,loan_age_month,107323.37365826732
high_prime,graduation_risk,19452,18,2,rate_diff_bps,-73785.07297433961
high_prime,graduation_risk,19452,18,3,balance,-73784.84470884872
high_prime,graduation_risk,19452,18,4,credit_score,-0.3338814120906859
high_prime,graduation_risk,19452,18,5,introducer_Dealer_A,-0.06112143087650322
high_prime,graduation_risk,19452,18,6,income_stability,-0.05244017612945429
high_prime,graduation_risk,19452,18,7,util_proxy,0.019156126371940512
high_prime,graduation_risk,19452,18,8,income,0.011377968908374893
high_prime,graduation_risk,18138,18,1,loan_age_month,107323.37828772723
high_prime,graduation_risk,18138,18,2,rate_diff_bps,-73784.93648482263
high_prime,graduation_risk,18138,18,3,balance,-73784.1527720596
high_prime,graduation_risk,18138,18,4,util_proxy,-0.3212961873785481
high_prime,graduation_risk,18138,18,5,credit_score,0.20825298908342016
high_prime,graduation_risk,18138,18,6,tenure_months,-0.045132765407791674
high_prime,graduation_risk,18138,18,7,introducer_Online,0.019662440095609263
high_prime,graduation_risk,18138,18,8,income_stability,0.018697187839432566
high_prime,graduation_risk,6825,18,1,loan_age_month,107323.38577220883
high_prime,graduation_risk,6825,18,2,rate_diff_bps,-73785.39473110749
high_prime,graduation_risk,6825,18,3,balance,-73784.84248615666
high_prime,graduation_risk,6825,18,4,income_stability,-0.38325143435759174
high_prime,graduation_risk,6825,18,5,credit_score,-0.1529238599331232
high_prime,graduation_risk,6825,18,6,introducer_Dealer_A,-0.06112383532727898
high_prime,graduation_risk,6825,18,7,util_proxy,0.020651280503866977
high_prime,graduation_risk,6825,18,8,tenure_months,-0.020105191226542647
high_prime,graduation_risk,16254,18,1,loan_age_month,107323.37830609837
high_prime,graduation_risk,16254,18,2,balance,-73784.8440365809
high_prime,graduation_risk,16254,18,3,rate_diff_bps,-73784.634583128
high_prime,graduation_risk,16254,18,4,credit_score,-0.41458225790342657
high_prime,graduation_risk,16254,18,5,tenure_months,-0.02105552614993236
high_prime,graduation_risk,16254,18,6,util_proxy,0.02072186596258924
high_prime,graduation_risk,16254,18,7,introducer_Dealer_A,0.019925933309085184
high_prime,graduation_risk,16254,18,8,income_stability,0.01874788505355571
high_prime,graduation_risk,23565,18,1,loan_age_month,107323.37564195604
high_prime,graduation_risk,23565,18,2,balance,-73784.8428386705
high_prime,graduation_risk,23565,18,3,rate_diff_bps,-73784.51431440152
high_prime,graduation_risk,23565,18,4,credit_score,-0.24273509653411232
high_prime,graduation_risk,23565,18,5,util_proxy,-0.19684497737826587
high_prime,graduation_risk,23565,18,6,income_stability,-0.07708691281721775
high_prime,graduation_risk,23565,18,7,introducer_Dealer_A,-0.06112383532727898
high_prime,graduation_risk,23565,18,8,prime_eligible,-0.0095619913346336
high_prime,graduation_risk,17176,18,1,loan_age_month,107323.37830609837
high_prime,graduation_risk,17176,18,2,balance,-73784.8440365809
high_prime,graduation_risk,17176,18,3,rate_diff_bps,-73784.63443834534
high_prime,graduation_risk,17176,18,4,credit_score,-0.363664204297427
high_prime,graduation_risk,17176,18,5,income_stability,0.029765785822031925
high_prime,graduation_risk,17176,18,6,introducer_Dealer_A,0.019925933309085184
high_prime,graduation_risk,17176,18,7,tenure_months,-0.01708451476036293
high_prime,graduation_risk,17176,18,8,introducer_Dealer_B,0.013724523995709479
high_prime,graduation_risk,23925,18,1,loan_age_month,107323.37673508588
high_prime,graduation_risk,23925,18,2,balance,-73784.83895103376
high_prime,graduation_risk,23925,18,3,rate_diff_bps,-73784.38134680339
high_prime,graduation_risk,23925,18,4,credit_score,-0.5913337699117966
high_prime,graduation_risk,23925,18,5,income_stability,0.02962464557605412
high_prime,graduation_risk,23925,18,6,introducer_Dealer_A,0.019925933309085184
high_prime,graduation_risk,23925,18,7,tenure_months,0.017862184929630126
high_prime,graduation_risk,23925,18,8,dpd30_roll6,0.013273068258461253
high_prime,graduation_risk,20072,18,1,loan_age_month,107323.3736536726
high_prime,graduation_risk,20072,18,2,rate_diff_bps,-73785.05704327868
high_prime,graduation_risk,20072,18,3,balance,-73784.84564521998
high_prime,graduation_risk,20072,18,4,credit_score,-0.3614254831886372
high_prime,graduation_risk,20072,18,5,introducer_Dealer_A,-0.06112143087650322
high_prime,graduation_risk,20072,18,6,income,-0.034583024939495756
high_prime,graduation_risk,20072,18,7,prime_eligible,-0.007645305276304436
high_prime,graduation_risk,20072,18,8,util_proxy,0.006438421083450955
high_prime,graduation_risk,22309,18,1,loan_age_month,107323.3765273198
high_prime,graduation_risk,22309,18,2,balance,-73784.84391715574
high_prime,graduation_risk,22309,18,3,rate_diff_bps,-73784.47281316535
high_prime,graduation_risk,22309,18,4,introducer_Dealer_A,0.019925933309085184
high_prime,graduation_risk,22309,18,5,introducer_Online,0.019610713295740625
high_prime,graduation_risk,22309,18,6,credit_score,-0.017821410627272005
high_prime,graduation_risk,22309,18,7,tenure_months,-0.014153624178290454
high_prime,graduation_risk,22309,18,8,income,0.010781826660672615
high_prime,graduation_risk,16004,18,1,loan_age_month,107323.37842071746
high_prime,graduation_risk,16004,18,2,rate_diff_bps,-73785.05739959031
high_prime,graduation_risk,16004,18,3,balance,-73784.81566657744
high_prime,graduation_risk,16004,18,4,credit_score,-0.24030257916647813
high_prime,graduation_risk,16004,18,5,util_proxy,0.02145203397077003
high_prime,graduation_risk,16004,18,6,income_stability,0.02060335226385667
high_prime,graduation_risk,16004,18,7,introducer_Dealer_A,0.017680738305594555
high_prime,graduation_risk,16004,18,8,income,0.013649004741306845
high_prime,graduation_risk,9018,18,1,loan_age_month,107323.37693147353
high_prime,graduation_risk,9018,18,2,rate_diff_bps,-73785.16474087063
high_prime,graduation_risk,9018,18,3,balance,-73784.84712653772
high_prime,graduation_risk,9018,18,4,credit_score,-0.49250539026731444
high_prime,graduation_risk,9018,18,5,tenure_months,0.18928276333725738
high_prime,graduation_risk,9018,18,6,income,0.038711787948639526
high_prime,graduation_risk,9018,18,7,income_stability,0.028894477301821153
high_prime,graduation_risk,9018,18,8,introducer_Dealer_A,0.019925933309085184
high_prime,graduation_risk,1248,18,1,balance,-1485751.963374795
high_prime,graduation_risk,1248,18,2,rate_diff_bps,743670.5406047968
high_prime,graduation_risk,1248,18,3,loan_age_month,701835.8474841567
high_prime,graduation_risk,1248,18,4,credit_score,-0.5296673126015672
high_prime,graduation_risk,1248,18,5,income_stability,-0.4074107973506547
high_prime,graduation_risk,1248,18,6,introducer_Dealer_A,-0.06112143087650322
high_prime,graduation_risk,1248,18,7,tenure_months,-0.017052546401318498
high_prime,graduation_risk,1248,18,8,paydown_rate1,0.010071773588488412
high_prime,graduation_risk,22597,18,1,loan_age_month,107323.37670653255
high_prime,graduation_risk,22597,18,2,rate_diff_bps,-73785.07421771792
high_prime,graduation_risk,22597,18,3,balance,-73784.8399592964
high_prime,graduation_risk,22597,18,4,credit_score,-0.5029085673254879
high_prime,graduation_risk,22597,18,5,income_stability,0.132390573130778
high_prime,graduation_risk,22597,18,6,introducer_Dealer_A,0.019964383465925422
high_prime,graduation_risk,22597,18,7,prime_eligible,-0.015356844358403865
high_prime,graduation_risk,22597,18,8,dpd30_roll6,0.013273068258461253
high_prime,graduation_risk,16917,18,1,loan_age_month,107323.37703095398
high_prime,graduation_risk,16917,18,2,rate_diff_bps,-73785.09952729037
high_prime,graduation_risk,16917,18,3,balance,-73784.8243708982
high_prime,graduation_risk,16917,18,4,credit_score,0.6286174323911741
high_prime,graduation_risk,16917,18,5,util_proxy,-0.20065877118697925
high_prime,graduation_risk,16917,18,6,income_stability,0.03732837266866151
high_prime,graduation_risk,16917,18,7,introducer_Dealer_A,0.017680738305594555
high_prime,graduation_risk,16917,18,8,income,0.015533516208998368
high_prime,graduation_risk,8724,18,1,loan_age_month,107323.37641270069
high_prime,graduation_risk,8724,18,2,balance,-73784.83876344346
high_prime,graduation_risk,8724,18,3,rate_diff_bps,-73784.46348131796
high_prime,graduation_risk,8724,18,4,credit_score,-0.5556214901615221
high_prime,graduation_risk,8724,18,5,income_stability,-0.05500389998602615
high_prime,graduation_risk,8724,18,6,introducer_Dealer_A,0.019925933309085184
high_prime,graduation_risk,8724,18,7,tenure_months,-0.013878636789474662
high_prime,graduation_risk,8724,18,8,introducer_Dealer_B,0.013724523995709479
high_prime,graduation_risk,13729,18,1,loan_age_month,107323.37830150366
high_prime,graduation_risk,13729,18,2,balance,-73784.8720298992
high_prime,graduation_risk,13729,18,3,rate_diff_bps,-73784.63768214094
high_prime,graduation_risk,13729,18,4,credit_score,-0.5369970848124251
high_prime,graduation_risk,13729,18,5,income,-0.022482488370340985
high_prime,graduation_risk,13729,18,6,introducer_Online,0.019610713295740625
high_prime,graduation_risk,13729,18,7,introducer_Dealer_A,0.01639980053434391
high_prime,graduation_risk,13729,18,8,dpd30_roll6,0.013273068258461253
high_prime,graduation_risk,21606,18,1,loan_age_month,107323.38565601075
high_prime,graduation_risk,21606,18,2,balance,-73784.7778318447
high_prime,graduation_risk,21606,18,3,rate_diff_bps,-73784.62915336867
high_prime,graduation_risk,21606,18,4,credit_score,-0.3117041657101328
high_prime,graduation_risk,21606,18,5,introducer_Dealer_A,-0.05718391991857201
high_prime,graduation_risk,21606,18,6,income,-0.025901591042212273
high_prime,graduation_risk,21606,18,7,income_stability,0.020701066455340627
high_prime,graduation_risk,21606,18,8,tenure_months,-0.01407700686587155
high_prime,graduation_risk,15580,18,1,balance,-1485751.971469985
high_prime,graduation_risk,15580,18,2,rate_diff_bps,743669.7365366945
high_prime,graduation_risk,15580,18,3,loan_age_month,701835.847486368
high_prime,graduation_risk,15580,18,4,credit_score,-0.5656206966885927
high_prime,graduation_risk,15580,18,5,introducer_Dealer_A,-0.046946353247830266
high_prime,graduation_risk,15580,18,6,income,-0.00661788952447156
high_prime,graduation_risk,15580,18,7,util_proxy,0.00660299336570455
high_prime,graduation_risk,15580,18,8,prime_eligible,-0.0058417556569732056
high_prime,graduation_risk,48,18,1,loan_age_month,107323.39319600553
high_prime,graduation_risk,48,18,2,balance,-73784.84364219522
high_prime,graduation_risk,48,18,3,rate_diff_bps,-73784.73654287845
high_prime,graduation_risk,48,18,4,credit_score,0.37614738141981685
high_prime,graduation_risk,48,18,5,income,-0.03417971042884598
high_prime,graduation_risk,48,18,6,prime_eligible,-0.02315206142986117
high_prime,graduation_risk,48,18,7,introducer_Dealer_A,0.019921012110558523
high_prime,graduation_risk,48,18,8,income_stability,0.011432799392748808
high_prime,graduation_risk,16510,18,1,loan_age_month,107323.37684970498
high_prime,graduation_risk,16510,18,2,balance,-73784.84285919867
high_prime,graduation_risk,16510,18,3,rate_diff_bps,-73784.4422817853
high_prime,graduation_risk,16510,18,4,credit_score,0.6857369169449452
high_prime,graduation_risk,16510,18,5,income_stability,0.026898479257377064
high_prime,graduation_risk,16510,18,6,util_proxy,0.0210659112878666
high_prime,graduation_risk,16510,18,7,introducer_Dealer_A,0.019925933309085184
high_prime,graduation_risk,16510,18,8,income,0.015349606301645257
high_prime,graduation_risk,219,18,1,loan_age_month,107323.37365826732
high_prime,graduation_risk,219,18,2,rate_diff_bps,-73785.05862935212
high_prime,graduation_risk,219,18,3,balance,-73784.8299590603
high_prime,graduation_risk,219,18,4,credit_score,-0.38395726995256263
high_prime,graduation_risk,219,18,5,introducer_Dealer_A,-0.06112143087650322
high_prime,graduation_risk,219,18,6,income_stability,0.01882172018959523
high_prime,graduation_risk,219,18,7,tenure_months,-0.01715339500967953
high_prime,graduation_risk,219,18,8,income,0.009283474056292637
high_prime,graduation_risk,2172,18,1,loan_age_month,107323.36889464186
high_prime,graduation_risk,2172,18,2,rate_diff_bps,-73785.41672003162
high_prime,graduation_risk,2172,18,3,balance,-73784.7392423
high_prime,graduation_risk,2172,18,4,credit_score,0.5943624135607507
high_prime,graduation_risk,2172,18,5,util_proxy,-0.36880008997603553
high_prime,graduation_risk,2172,18,6,tenure_months,-0.03195152419872902
high_prime,graduation_risk,2172,18,7,introducer_Dealer_A,0.021753077828319464
high_prime,graduation_risk,2172,18,8,introducer_Online,0.019662440095609263
high_prime,graduation_risk,1657,18,1,loan_age_month,107323.37640810598
high_prime,graduation_risk,1657,18,2,rate_diff_bps,-73784.86366657904
high_prime,graduation_risk,1657,18,3,balance,-73784.8434591213
high_prime,graduation_risk,1657,18,4,credit_score,0.5836320312526809
high_prime,graduation_risk,1657,18,5,income_stability,0.026167534036297267
high_prime,graduation_risk,1657,18,6,util_proxy,0.02035468283760936
high_prime,graduation_risk,1657,18,7,introducer_Dealer_A,0.019925933309085184
high_prime,graduation_risk,1657,18,8,income,0.015189917887253683
high_prime,graduation_risk,800,18,1,loan_age_month,107323.37398065251
high_prime,graduation_risk,800,18,2,rate_diff_bps,-73784.85501006231
high_prime,graduation_risk,800,18,3,balance,-73784.8296422084
high_prime,graduation_risk,800,18,4,credit_score,-0.14147855935531345
high_prime,graduation_risk,800,18,5,introducer_Dealer_A,-0.06112143087650322
high_prime,graduation_risk,800,18,6,income_stability,0.02094349328358135
high_prime,graduation_risk,800,18,7,tenure_months,-0.0162120441425107
high_prime,graduation_risk,800,18,8,income,0.009745495462733789
high_prime,graduation_risk,16213,18,1,loan_age_month,107323.37566326835
high_prime,graduation_risk,16213,18,2,balance,-73784.85721586471
high_prime,graduation_risk,16213,18,3,rate_diff_bps,-73784.50702729121
high_prime,graduation_risk,16213,18,4,credit_score,-0.5377091724101319
high_prime,graduation_risk,16213,18,5,income_stability,-0.244888373134511
high_prime,graduation_risk,16213,18,6,introducer_Dealer_A,-0.06112143087650322
high_prime,graduation_risk,16213,18,7,dpd30_roll6,0.013273068258461253
high_prime,graduation_risk,16213,18,8,income,0.008102342686371913
high_prime,graduation_risk,17998,18,1,loan_age_month,107323.37554864926
high_prime,graduation_risk,17998,18,2,rate_diff_bps,-73785.11696790309
high_prime,graduation_risk,17998,18,3,balance,-73784.84265871438
high_prime,graduation_risk,17998,18,4,credit_score,0.45179308980369065
high_prime,graduation_risk,17998,18,5,income_stability,-0.4450125690375945
high_prime,graduation_risk,17998,18,6,introducer_Dealer_A,-0.06112143087650322
high_prime,graduation_risk,17998,18,7,paydown_rate1,0.009769827341405909
high_prime,graduation_risk,17998,18,8,income,0.009122012373963326
high_prime,graduation_risk,22780,18,1,loan_age_month,107323.38852506323
high_prime,graduation_risk,22780,18,2,balance,-73784.84083967083
high_prime,graduation_risk,22780,18,3,rate_diff_bps,-73784.44327174561
high_prime,graduation_risk,22780,18,4,credit_score,0.7449224631923006
high_prime,graduation_risk,22780,18,5,introducer_Dealer_A,0.023998272831810094
high_prime,graduation_risk,22780,18,6,util_proxy,0.021987977786124838
high_prime,graduation_risk,22780,18,7,tenure_months,-0.01943237144098558
high_prime,graduation_risk,22780,18,8,income_stability,0.014417083484721836
high_prime,graduation_risk,4549,18,1,loan_age_month,107323.37651937634
high_prime,graduation_risk,4549,18,2,rate_diff_bps,-73784.85931827949
high_prime,graduation_risk,4549,18,3,balance,-73784.85820978788
high_prime,graduation_risk,4549,18,4,util_proxy,-0.33143797761705235
high_prime,graduation_risk,4549,18,5,credit_score,-0.2774648184574235
high_prime,graduation_risk,4549,18,6,income_stability,0.04367302380903151
high_prime,graduation_risk,4549,18,7,tenure_months,-0.027744223450951424
high_prime,graduation_risk,4549,18,8,income,-0.0198610174208743
high_prime,graduation_risk,4198,18,1,loan_age_month,107323.37830609837
high_prime,graduation_risk,4198,18,2,balance,-73784.72788407239
high_prime,graduation_risk,4198,18,3,rate_diff_bps,-73784.63054178162
high_prime,graduation_risk,4198,18,4,credit_score,-0.5649793770201611
high_prime,graduation_risk,4198,18,5,income_stability,0.030087896559652376
high_prime,graduation_risk,4198,18,6,introducer_Dealer_A,0.019925933309085184
high_prime,graduation_risk,4198,18,7,introducer_Dealer_B,0.013724523995709479
high_prime,graduation_risk,4198,18,8,dpd30_roll6,0.013273068258461253
high_prime,graduation_risk,24126,18,1,loan_age_month,107323.37842071746
high_prime,graduation_risk,24126,18,2,rate_diff_bps,-73785.09721219604
high_prime,graduation_risk,24126,18,3,balance,-73784.84340911971
high_prime,graduation_risk,24126,18,4,credit_score,0.6356625848216555
high_prime,graduation_risk,24126,18,5,util_proxy,0.06703534684057194
high_prime,graduation_risk,24126,18,6,tenure_months,-0.025009043901870854
high_prime,graduation_risk,24126,18,7,introducer_Dealer_A,0.019926715004587436
high_prime,graduation_risk,24126,18,8,income,0.015667033706691112
high_prime,graduation_risk,13032,18,1,loan_age_month,107323.38841044414
high_prime,graduation_risk,13032,18,2,rate_diff_bps,-73785.05463159963
high_prime,graduation_risk,13032,18,3,balance,-73784.83982338256
high_prime,graduation_risk,13032,18,4,credit_score,-0.5213941321018913
high_prime,graduation_risk,13032,18,5,introducer_Dealer_A,0.019925933309085184
high_prime,graduation_risk,13032,18,6,introducer_Online,0.019610713295740625
high_prime,graduation_risk,13032,18,7,income_stability,0.0179246311023938
high_prime,graduation_risk,13032,18,8,tenure_months,-0.01716353550812972
high_prime,graduation_risk,16463,18,1,loan_age_month,107323.37705068733
high_prime,graduation_risk,16463,18,2,balance,-73784.8444386752
high_prime,graduation_risk,16463,18,3,rate_diff_bps,-73784.48147647423
high_prime,graduation_risk,16463,18,4,income,-0.3191829521029844
high_prime,graduation_risk,16463,18,5,credit_score,-0.25482529455941016
high_prime,graduation_risk,16463,18,6,util_proxy,0.07496675833352327
high_prime,graduation_risk,16463,18,7,introducer_Dealer_A,0.019926715004587436
high_prime,graduation_risk,16463,18,8,tenure_months,0.010998182440877469
high_prime,graduation_risk,6566,18,1,loan_age_month,107323.37673508588
high_prime,graduation_risk,6566,18,2,balance,-73784.82806419609
high_prime,graduation_risk,6566,18,3,rate_diff_bps,-73784.57033983245
high_prime,graduation_risk,6566,18,4,credit_score,0.7080533916809106
high_prime,graduation_risk,6566,18,5,introducer_Dealer_A,0.021309661799123802
high_prime,graduation_risk,6566,18,6,tenure_months,0.014810924151821335
high_prime,graduation_risk,6566,18,7,income_stability,0.013343970305559607
high_prime,graduation_risk,6566,18,8,income,0.011706108908007683
high_prime,graduation_risk,8321,18,1,loan_age_month,107323.37704988399
high_prime,graduation_risk,8321,18,2,balance,-73784.8434647918
high_prime,graduation_risk,8321,18,3,rate_diff_bps,-73784.47325159739
high_prime,graduation_risk,8321,18,4,income_stability,-0.15902657552773897
high_prime,graduation_risk,8321,18,5,util_proxy,-0.1399208457791726
high_prime,graduation_risk,8321,18,6,tenure_months,-0.0209793396977514
high_prime,graduation_risk,8321,18,7,introducer_Dealer_A,0.019926715004587436
high_prime,graduation_risk,8321,18,8,prime_eligible,-0.010649242136716312
high_prime,graduation_risk,21676,18,1,balance,-1485751.948196499
high_prime,graduation_risk,21676,18,2,rate_diff_bps,743670.0347519079
high_prime,graduation_risk,21676,18,3,loan_age_month,701835.8503554206
high_prime,graduation_risk,21676,18,4,credit_score,-0.1616314541406786
high_prime,graduation_risk,21676,18,5,util_proxy,0.02139400346533959
high_prime,graduation_risk,21676,18,6,introducer_Dealer_A,0.013054439428638756
high_prime,graduation_risk,21676,18,7,prime_eligible,-0.01247226123231762
high_prime,graduation_risk,21676,18,8,income,0.008727197606942284
high_prime,graduation_risk,12637,18,1,loan_age_month,107323.37552311167
high_prime,graduation_risk,12637,18,2,rate_diff_bps,-73785.05574323569
high_prime,graduation_risk,12637,18,3,balance,-73784.84537229952
high_prime,graduation_risk,12637,18,4,credit_score,-0.5052420790746486
high_prime,graduation_risk,12637,18,5,income_stability,0.14214404309987283
high_prime,graduation_risk,12637,18,6,introducer_Dealer_A,-0.06123970136568534
high_prime,graduation_risk,12637,18,7,tenure_months,-0.018734633198477717
high_prime,graduation_risk,12637,18,8,prime_eligible,-0.015352979661813638
high_prime,graduation_risk,22088,18,1,loan_age_month,107323.37402133264
high_prime,graduation_risk,22088,18,2,rate_diff_bps,-73785.08649352558
high_prime,graduation_risk,22088,18,3,balance,-73784.84628960943
high_prime,graduation_risk,22088,18,4,credit_score,-0.1607211043008312
high_prime,graduation_risk,22088,18,5,income_stability,0.1169575514897176
high_prime,graduation_risk,22088,18,6,introducer_Dealer_A,-0.06112143087650322
high_prime,graduation_risk,22088,18,7,income,0.007968615802584714
high_prime,graduation_risk,22088,18,8,prime_eligible,-0.007296972453018942
high_prime,graduation_risk,7544,18,1,loan_age_month,107323.37566628409
high_prime,graduation_risk,7544,18,2,rate_diff_bps,-73784.86460467266
high_prime,graduation_risk,7544,18,3,balance,-73784.84543703147
high_prime,graduation_risk,7544,18,4,credit_score,-0.5239585797158883
high_prime,graduation_risk,7544,18,5,introducer_Dealer_A,-0.06112143087650322
high_prime,graduation_risk,7544,18,6,income_stability,0.01882559276112274
high_prime,graduation_risk,7544,18,7,tenure_months,-0.01626899388738546
high_prime,graduation_risk,7544,18,8,prime_eligible,-0.008167711737896242
high_prime,graduation_risk,9062,18,1,loan_age_month,107323.37562096668
high_prime,graduation_risk,9062,18,2,rate_diff_bps,-73785.07104804524
high_prime,graduation_risk,9062,18,3,balance,-73784.83082657866
high_prime,graduation_risk,9062,18,4,credit_score,-0.1585716997849401
